adenoma	DOID_657	hsa-let-7a	normal	Northern blot, qRT-PCR etc	2007.0	Disrupting the pairing between let-7 and Hmga2 enhances oncogenic transformation.
breast cancer	DOID_3459	hsa-mir-205	down-regulated	Northern blot, qRT-PCR etc	2008.0	The miR-200 family and miR-205 regulate epithelial to mesenchymal transition by targeting ZEB1 and SIP1.
breast cancer	DOID_3459	hsa-mir-205	down-regulated	Northern blot, qRT-PCR etc	2007.0	Altered MicroRNA expression confined to specific epithelial cell subpopulations in breast cancer.
breast cancer	DOID_3459	hsa-mir-206	up-regulated	Northern blot, qRT-PCR etc	2007.0	The micro-ribonucleic acid (miRNA) miR-206 targets the human estrogen receptor-alpha (ERalpha) and represses ERalpha messenger RNA and protein expression in breast cancer cell lines.
breast cancer	DOID_3459	hsa-mir-191	up-regulated	microarray	2005.0	MicroRNA gene expression deregulation in human breast cancer.
breast cancer	DOID_3459	hsa-let-7a-3	down-regulated	microarray	2005.0	MicroRNA gene expression deregulation in human breast cancer.
breast cancer	DOID_3459	hsa-mir-145	down-regulated	Northern blot, qRT-PCR etc	2007.0	Altered MicroRNA expression confined to specific epithelial cell subpopulations in breast cancer.
breast cancer	DOID_3459	hsa-mir-146a	up-regulated	Northern blot, qRT-PCR etc	2006.0	NF-kappaB-dependent induction of microRNA miR-146, an inhibitor targeted to signaling proteins of innate immune responses.
breast cancer	DOID_3459	hsa-mir-146a	down-regulated	Northern blot, qRT-PCR etc	2008.0	Expression of microRNA-146 suppresses NF-kappaB activity with reduction of metastatic potential in breast cancer cells.
breast cancer	DOID_3459	hsa-mir-146a	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
breast cancer	DOID_3459	hsa-mir-124a-3	down-regulated	Northern blot, qRT-PCR etc	2007.0	Epigenetic inactivation of microRNA gene hsa-mir-9-1 in human breast cancer.
breast cancer	DOID_3459	hsa-mir-124a-3	down-regulated	Northern blot, qRT-PCR etc	2007.0	Epigenetic inactivation of microRNA genes in mammary carcinoma.
breast cancer	DOID_3459	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2007.0	miR-21-mediated tumor growth.
breast cancer	DOID_3459	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNA-21 targets the tumor suppressor gene tropomyosin 1 (TPM1).
breast cancer	DOID_3459	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2007.0	Programmed cell death 4 (PDCD4) is an important functional target of the microRNA miR-21 in breast cancer cells.
breast cancer	DOID_3459	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA-21 targets tumor suppressor genes in invasion and metastasis.
breast cancer	DOID_3459	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA-21 promotes cell transformation by targeting the programmed cell death 4 gene.
breast cancer	DOID_3459	hsa-mir-520c	up-regulated	Northern blot, qRT-PCR etc	2008.0	The microRNAs miR-373 and miR-520c promote tumour invasion and metastasis.
breast cancer	DOID_3459	hsa-mir-149	up-regulated	microarray	2005.0	MicroRNA gene expression deregulation in human breast cancer.
breast cancer	DOID_3459	hsa-let-7f-1	up-regulated	Northern blot, qRT-PCR etc	2005.0	Real-time expression profiling of microRNA precursors in human cancer cell lines.
breast cancer	DOID_3459	hsa-let-7f-2	down-regulated	microarray	2005.0	MicroRNA gene expression deregulation in human breast cancer.
breast cancer	DOID_3459	hsa-mir-21	up-regulated	microarray	2006.0	A microRNA expression signature of human solid tumors defines cancer gene targets.
cardiac hypertrophy	DOID_11984	hsa-mir-1	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-1	down-regulated	Northern blot, qRT-PCR etc	2008.0	Down-regulation of miR-1/miR-133 contributes to re-expression of pacemaker channel genes HCN2 and HCN4 in hypertrophic heart.
cardiac hypertrophy	DOID_11984	hsa-let-7d*	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-125b	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-151	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-23a	up-regulated	northern blot, qRT-PCR etc	2009.0	miR-23a functions downstream of NFATc3 to regulate cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-208a	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-208a is a regulator of cardiac hypertrophy and conduction in mice
cardiac hypertrophy	DOID_11984	hsa-mir-10b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-185	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-185	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-30a-3p	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-30a-5p	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-30e	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-30e	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-30e*	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-31	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-30b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-30c	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-30d	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-378	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-194	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-195	up-regulated	Northern blot, qRT-PCR etc	2006.0	A signature pattern of stress-responsive microRNAs that can evoke cardiac hypertrophy and heart failure.
cardiac hypertrophy	DOID_11984	hsa-mir-195	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-26a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-26b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-103	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-424	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-451	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-126-5p	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-127	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-140	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-140*	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-155	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-27a	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-27a	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-27b	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-27b	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-1	down-regulated	northern blot, qRT-PCR etc	2009.0	microRNA-1 negatively regulates expression of the hypertrophy-associated genes calmodulin and Mef2a.
cardiac hypertrophy	DOID_11984	hsa-mir-139	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-29a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-29a	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-486	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-341	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-221	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-208	up-regulated	Northern blot, qRT-PCR etc	2007.0	Control of stress-dependent cardiac growth and gene expression by a microRNA.
cardiac hypertrophy	DOID_11984	hsa-mir-199a	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-214	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-214	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-29b	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-199a*	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-133a	down-regulated	Northern blot, qRT-PCR etc	2008.0	Down-regulation of miR-1/miR-133 contributes to re-expression of pacemaker channel genes HCN2 and HCN4 in hypertrophic heart.
cardiac hypertrophy	DOID_11984	hsa-mir-18b	up-regulated	Northern blot, qRT-PCR etc	2007.0	Expression of microRNAs is dynamically regulated during cardiomyocyte hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-let-7b	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-23a	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-146a	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-222	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-29c	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-29c	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-218	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-199b	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-107	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-10a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-23b	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-24	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-351	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-149	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-149	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-150	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
cardiac hypertrophy	DOID_11984	hsa-mir-150	down-regulated	Northern blot, qRT-PCR etc	2007.0	MicroRNAs are aberrantly expressed in hypertrophic heart: do they play a role in cardiac hypertrophy?
cardiac hypertrophy	DOID_11984	hsa-mir-15b	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNAs play an essential role in the development of cardiac hypertrophy.
